r;3155392;6890;60;106;17
r;1678316;6890;110;50;80
r;11316282;6890;150;28;90
r;347213903;6890;150;74;8
r;143570;6890;231;0;282
r;14845899;6890;231;24;67
r;136969;6890;231;25;960
r;15074442;6890;231;26;30
r;227097;6890;231;30;200
r;1762225;6890;231;666;4
r;9621532;6890;237;0;22
r;115644;6890;237;6;79
r;104935487;6890;237;28;3
r;1038212;6890;400;0;30
r;13559891;6890;499;28;27
r;28407945;6890;626;32;1
r;289245226;6890;678;28;2
r;477583503;6890;932;17;25
r;25676071;6890;1404;26;30
r;283913927;6890;1595;9;26
r;449536290;6890;1796;41;25
r;380406833;6890;1870;30;25
r;13529013;6890;1908;0;55
r;427684;6890;2077;0;28
r;1706275;6890;2077;9;14
r;1038205;6890;2222;0;34
r;10530795;6890;2289;9;24
r;83287314;6890;2491;0;33
r;1782686;6890;2553;666;1
r;246635;6890;2609;28;99
r;96701220;6890;2934;24;30
r;1471607;6890;3010;666;1
r;11344153;6890;3314;28;38
r;14839611;6890;3712;24;30
r;15074027;6890;3973;26;44
r;76692611;6890;3990;0;29
r;169125;6890;3990;21;160
r;182454;6890;3990;22;60
r;11607973;6890;3990;74;55
r;15072794;6890;4147;26;30
r;375741199;6890;4160;28;25
r;3173760;6890;4215;106;26
r;18334786;6890;4230;777;4
r;97419131;6890;4245;0;29
r;96701184;6890;4245;9;39
r;2284110;6890;4245;28;63
r;97127291;6890;4267;0;16
r;184953;6890;4267;28;259
r;96701303;6890;4455;28;56
r;478363371;6890;4461;0;25
r;14845926;6890;4461;24;40
r;9975425;6890;4533;9;10
r;376187181;6890;4653;25;25
r;103898;6890;4658;0;438
r;68783;6890;4658;9;391
r;184491;6890;4658;28;538
r;14656306;6890;4658;41;35
r;14674749;6890;4658;42;-25
r;1471346;6890;4658;666;10
r;210522;6890;4795;0;63
r;198652;6890;4795;9;90
r;96701273;6890;4795;28;31
r;1038206;6890;4874;0;29
r;29328671;6890;4906;0;24
r;9986087;6890;4906;10;27
r;376187923;6890;5031;25;25
r;13273887;6890;5070;41;71
r;15070083;6890;5210;26;30
r;1038197;6890;5425;0;30
r;237725;6890;5692;30;110
r;366778812;6890;5714;0;25
r;366778811;6890;5714;24;61
r;376188027;6890;5714;25;25
r;12263020;6890;5897;0;24
r;672970;6890;5897;5;130
r;76692623;6890;5897;109;28
r;437425;6890;5912;0;31
r;450388725;6890;5912;17;26
r;365331668;6890;5979;30;25
r;9901385;6890;6229;0;22
r;12983136;6890;6229;5;51
r;91544794;6890;6243;126;30
r;9928625;6890;6755;0;22
r;672973;6890;6755;5;195
r;9105603;6890;6766;0;50
r;15194052;6890;6766;27;-24
r;341599;6890;6890;19;326
r;386067457;6890;6910;9;26
r;15426127;6890;7159;0;35
r;451313;6890;7159;3;31
r;9912865;6890;7373;0;17
r;15403312;6890;7390;0;50
r;15194048;6890;7390;27;-28
r;380400382;6890;7427;30;25
r;12983820;6890;7447;0;22
r;12983138;6890;7447;5;51
r;9971743;6890;7575;9;10
r;376187348;6890;7724;25;25
r;15071052;6890;7724;26;30
r;380393232;6890;7724;30;26
r;380395420;6890;7742;30;26
r;14838235;6890;7931;24;30
r;15071775;6890;7931;26;30
r;437233260;6890;7943;0;25
r;437233259;6890;7943;24;71
r;140983;6890;7943;25;210
r;380393441;6890;7943;30;26
r;199459;6890;8216;28;99
r;375056236;6890;8216;777;10
r;196720913;6890;8255;777;8
r;29483160;6890;8586;28;34
r;392234578;6890;8661;0;25
r;392234577;6890;8661;24;63
r;1743983;6890;8785;22;52
r;2451150;6890;8785;666;1
r;376185872;6890;8788;25;25
r;15073142;6890;8788;26;30
r;76692602;6890;8994;0;27
r;11358085;6890;8994;15;38
r;97127282;6890;9557;0;32
r;97127312;6890;9557;9;31
r;96701238;6890;9662;28;16
r;9621609;6890;9780;0;34
r;118525;6890;9780;6;79
r;192979252;6890;9781;0;50
r;437387655;6890;10060;26;71
r;380394253;6890;10060;30;25
r;71758184;6890;10116;28;32
r;12983825;6890;10161;0;28
r;12983135;6890;10161;5;51
r;376187607;6890;10322;25;25
r;103897;6890;10564;0;141
r;295233865;6890;10564;666;1
r;96701277;6890;10595;28;40
r;114257;6890;10928;0;59
r;72726215;6890;10928;666;1
r;1038203;6890;10949;0;38
r;12263021;6890;10983;0;34
r;672969;6890;10983;5;92
r;13674396;6890;11081;28;34
r;14368643;6890;11144;11;59
r;437172799;6890;11181;30;25
r;104938740;6890;11191;28;3
r;10002886;6890;11195;0;29
r;2429958;6890;11195;9;35
r;2581543;6890;11215;21;45
r;209886275;6890;11343;9;-40
r;419107873;6890;11459;24;30
r;149281730;6890;11501;9;29
r;91533211;6890;11529;0;26
r;478819953;6890;11606;28;4
r;1038198;6890;11651;0;30
r;54599702;6890;11651;5;106
r;96701300;6890;11959;0;47
r;10527557;6890;11959;9;14
r;256286;6890;11959;28;84
r;9898798;6890;12104;0;56
r;15194088;6890;12104;27;-27
r;281098409;6890;12249;26;30
r;11349860;6890;12431;15;38
r;14843662;6890;12538;24;30
r;15074660;6890;12538;26;61
r;354057348;6890;12655;0;26
r;2276577;6890;13225;0;30
r;96701200;6890;13225;15;16
r;375740938;6890;13372;28;25
r;9984192;6890;13524;10;4
r;127737;6890;13712;0;335
r;73544805;6890;13712;3;29
r;672971;6890;13712;5;90
r;115645;6890;13712;6;106
r;30919947;6890;13712;152;34
r;1782685;6890;13712;666;2
r;380400189;6890;13925;30;25
r;11346155;6890;13946;28;38
r;11348390;6890;13974;28;38
r;3173319;6890;14189;106;1
r;77677749;6890;14330;32;29
r;196720916;6890;14534;777;8
r;96701192;6890;14544;15;16
r;376184644;6890;14610;25;25
r;423000141;6890;14653;777;10
r;2581544;6890;14854;21;45
r;3154114;6890;15196;106;45
r;386066995;6890;15229;3;25
r;12324245;6890;15241;0;21
r;109641;6890;15241;5;197
r;380393118;6890;15562;30;25
r;9898521;6890;16386;0;33
r;10002900;6890;16783;0;4
r;2429968;6890;16783;9;32
r;355011460;6890;16865;153;27
r;10000491;6890;16875;0;19
r;2318811;6890;16875;9;32
r;322708055;6890;16964;24;30
r;244262;6890;17028;0;60
r;15194087;6890;17028;27;-39
r;15403369;6890;17124;0;28
r;15194093;6890;17124;27;-24
r;11348971;6890;17321;28;38
r;13273889;6890;17377;41;91
r;448633482;6890;17487;777;10
r;149321688;6890;17559;6;-35
r;1038207;6890;18117;0;29
r;196720922;6890;18254;777;8
r;255743158;6890;18305;777;8
r;410353326;6890;18504;777;10
r;12165938;6890;18566;0;28
r;8867183;6890;18566;5;57
r;403144270;6890;18657;777;10
r;15071759;6890;18834;26;61
r;10049435;6890;18871;0;4
r;2581540;6890;18871;9;39
r;96701263;6890;19062;17;39
r;97127293;6890;19219;15;17
r;477629528;6890;19226;0;25
r;14836317;6890;19226;24;46
r;167295;6890;19226;25;160
r;9898522;6890;19679;0;29
r;15194089;6890;19679;27;-27
r;97421942;6890;19796;0;28
r;10530912;6890;19796;9;35
r;196720929;6890;19818;777;8
r;327023647;6890;19871;17;26
r;410353524;6890;20049;777;10
r;375590316;6890;20082;122;25
r;105793;6890;20466;0;126
r;15194061;6890;20466;27;-28
r;380393677;6890;20537;30;25
r;29328120;6890;20564;0;23
r;9982341;6890;20564;10;27
r;182173;6890;20564;15;135
r;380402825;6890;20939;30;25
r;10576150;6890;21233;0;31
r;109640;6890;21233;5;140
r;31432581;6890;21233;6;48
r;24418997;6890;21237;28;34
r;213017;6890;21314;0;83
r;2429959;6890;21314;9;32
r;3130108;6890;21314;28;88
r;77945989;6890;21520;15;16
r;76692604;6890;21644;0;30
r;437258;6890;21933;0;28
r;104939568;6890;21933;28;3
r;15403338;6890;22105;0;21
r;15194069;6890;22105;27;-24
r;473922783;6890;22118;28;10
r;77677742;6890;22264;32;27
r;25182724;6890;22380;9;-25
r;196720930;6890;22474;777;8
r;10000488;6890;22817;0;4
r;2318807;6890;22817;9;27
r;199497;6890;22824;25;210
r;13273893;6890;22824;41;71
r;478403485;6890;22879;0;25
r;478403484;6890;22879;24;30
r;97127300;6890;23127;15;21
r;196720940;6890;23195;777;8
r;14803132;6890;23433;17;21
r;97739043;6890;24346;26;30
r;380393585;6890;24346;30;25
r;15072853;6890;24544;26;30
r;11315743;6890;24916;28;40
r;375590099;6890;24956;122;25
r;380399047;6890;25122;30;25
r;21859459;6890;25164;28;35
r;139922;6890;25405;25;855
r;217404;6890;25405;30;190
r;13273895;6890;25405;41;91
r;98660971;6890;25484;0;15
r;97849444;6890;25484;9;9
r;283913931;6890;25631;9;25
r;96701271;6890;25769;28;31
r;14374282;6890;25800;0;66
r;504965;6890;25800;3;32
r;190547;6890;26056;0;51
r;239112;6890;26056;5;-50
r;377012519;6890;26056;20;25
r;215734;6890;26152;0;63
r;197634;6890;26152;9;98
r;188753;6890;26152;28;409
r;54307098;6890;26470;0;23
r;53750277;6890;26470;5;90
r;1678321;6890;26470;50;80
r;375728052;6890;26538;28;25
r;23432379;6890;26558;0;28
r;11355415;6890;26750;15;38
r;15050990;6890;26775;26;30
r;282398230;6890;26789;777;8
r;429995478;6890;26851;28;30
r;250155483;6890;26963;777;8
r;3170024;6890;26976;106;4
r;127736;6890;27120;0;109
r;109619;6890;27120;5;-43
r;386065447;6890;27120;6;26
r;97846895;6890;27120;9;6
r;2478761;6890;27120;10;28
r;137685;6890;27120;15;88
r;9105606;6890;27120;35;55
r;104334349;6890;27120;78;52
r;91544791;6890;27120;126;30
r;291369874;6890;27120;666;1
r;3173322;6890;27321;106;1
r;15072529;6890;27636;26;30
r;289244886;6890;28021;28;2
r;2276578;6890;28065;0;38
r;197000;6890;28065;9;70
r;256231;6890;28065;28;89
r;14839810;6890;28282;24;30
r;375590292;6890;28291;122;30
r;372175;6890;28399;17;55
r;9898792;6890;28449;0;22
r;12983139;6890;28449;5;51
r;77677743;6890;28453;32;35
r;15063064;6890;28509;26;31
r;96701284;6890;28540;28;28
r;15073149;6890;28611;26;30
r;25390226;6890;28722;28;27
r;15074087;6890;28778;26;61
r;13273884;6890;28778;41;91
r;15074941;6890;28781;26;61
r;423000174;6890;28957;777;10
r;410022090;6890;29014;24;30
r;11331249;6890;29039;28;39
r;10049437;6890;29052;0;17
r;2581541;6890;29052;9;38
r;2304389;6890;29052;28;5
r;2243863;6890;29659;21;80
r;252641;6890;29926;25;54
r;25391195;6890;29926;26;66
r;104909446;6890;29970;17;19
r;255743159;6890;30108;777;8
r;477727954;6890;30316;30;25
r;11343861;6890;30369;28;38
r;149281395;6890;30443;9;35
r;14840076;6890;30450;24;30
r;11357373;6890;30491;15;38
r;96701276;6890;30678;28;36
r;196720949;6890;31388;777;8
r;366778882;6890;31641;0;25
r;366778881;6890;31641;24;61
r;15072492;6890;31641;26;30
r;429995467;6890;31713;30;15
r;163687;6890;31858;25;60
